"Plot Title: Pressure_870_HighSGD"
"#","Date Time, GMT-10:00","Abs Pres, kPa (LGR S/N: 20810870, SEN S/N: 20810870)","Temp, °C (LGR S/N: 20810870, SEN S/N: 20810870)"
50,06/05/22 10:44:00 AM,104.302,27.961
51,06/05/22 10:48:00 AM,104.986,27.961
52,06/05/22 10:52:00 AM,104.356,27.961
53,06/05/22 10:56:00 AM,104.590,27.961
54,06/05/22 11:00:00 AM,104.788,27.961
55,06/05/22 11:04:00 AM,104.608,27.961
56,06/05/22 11:08:00 AM,104.773,28.060
57,06/05/22 11:12:00 AM,104.755,28.060
58,06/05/22 11:16:00 AM,104.773,28.060
59,06/05/22 11:20:00 AM,104.899,28.060
60,06/05/22 11:24:00 AM,104.917,28.060
61,06/05/22 11:28:00 AM,104.755,28.060
62,06/05/22 11:32:00 AM,104.863,28.060
63,06/05/22 11:36:00 AM,104.776,28.159
64,06/05/22 11:40:00 AM,104.719,28.060
65,06/05/22 11:44:00 AM,104.809,28.060
66,06/05/22 11:48:00 AM,104.935,28.060
67,06/05/22 11:52:00 AM,104.953,28.060
68,06/05/22 11:56:00 AM,104.863,28.060
69,06/05/22 12:00:00 PM,104.902,28.159
70,06/05/22 12:04:00 PM,105.064,28.159
71,06/05/22 12:08:00 PM,104.776,28.159
72,06/05/22 12:12:00 PM,105.031,28.258
73,06/05/22 12:16:00 PM,104.707,28.258
74,06/05/22 12:20:00 PM,105.124,28.357
75,06/05/22 12:24:00 PM,105.088,28.357
76,06/05/22 12:28:00 PM,104.674,28.357
77,06/05/22 12:32:00 PM,105.232,28.357
78,06/05/22 12:36:00 PM,105.178,28.357
79,06/05/22 12:40:00 PM,104.839,28.456
80,06/05/22 12:44:00 PM,105.073,28.456
81,06/05/22 12:48:00 PM,104.947,28.456
82,06/05/22 12:52:00 PM,104.911,28.456
83,06/05/22 12:56:00 PM,105.073,28.456
84,06/05/22 01:00:00 PM,104.929,28.456
85,06/05/22 01:04:00 PM,105.235,28.456
86,06/05/22 01:08:00 PM,104.944,28.357
87,06/05/22 01:12:00 PM,104.947,28.456
88,06/05/22 01:16:00 PM,105.163,28.456
89,06/05/22 01:20:00 PM,105.019,28.456
90,06/05/22 01:24:00 PM,105.037,28.456
91,06/05/22 01:28:00 PM,104.785,28.456
92,06/05/22 01:32:00 PM,105.073,28.456
93,06/05/22 01:36:00 PM,104.965,28.456
94,06/05/22 01:40:00 PM,104.785,28.456
95,06/05/22 01:44:00 PM,104.926,28.357
96,06/05/22 01:48:00 PM,104.818,28.357
97,06/05/22 01:52:00 PM,104.908,28.357
98,06/05/22 01:56:00 PM,104.929,28.456
99,06/05/22 02:00:00 PM,105.037,28.456
100,06/05/22 02:04:00 PM,104.803,28.456
101,06/05/22 02:08:00 PM,104.767,28.456
102,06/05/22 02:12:00 PM,105.091,28.456
103,06/05/22 02:16:00 PM,104.911,28.456
104,06/05/22 02:20:00 PM,104.842,28.555
105,06/05/22 02:24:00 PM,105.058,28.555
106,06/05/22 02:28:00 PM,104.824,28.555
107,06/05/22 02:32:00 PM,104.698,28.555
108,06/05/22 02:36:00 PM,104.947,28.456
109,06/05/22 02:40:00 PM,104.731,28.456
110,06/05/22 02:44:00 PM,104.983,28.456
111,06/05/22 02:48:00 PM,104.443,28.456
112,06/05/22 02:52:00 PM,104.551,28.456
113,06/05/22 02:56:00 PM,104.641,28.456
114,06/05/22 03:00:00 PM,104.875,28.456
115,06/05/22 03:04:00 PM,104.713,28.456
116,06/05/22 03:08:00 PM,104.695,28.456
117,06/05/22 03:12:00 PM,104.821,28.456
118,06/05/22 03:16:00 PM,104.785,28.456
119,06/05/22 03:20:00 PM,104.512,28.357
120,06/05/22 03:24:00 PM,104.404,28.357
121,06/05/22 03:28:00 PM,104.602,28.357
122,06/05/22 03:32:00 PM,104.548,28.357
123,06/05/22 03:36:00 PM,104.548,28.357
124,06/05/22 03:40:00 PM,104.476,28.357
125,06/05/22 03:44:00 PM,104.494,28.357
126,06/05/22 03:48:00 PM,104.602,28.357
127,06/05/22 03:52:00 PM,104.437,28.258
128,06/05/22 03:56:00 PM,104.293,28.258
129,06/05/22 04:00:00 PM,104.473,28.258
130,06/05/22 04:04:00 PM,104.419,28.258
131,06/05/22 04:08:00 PM,104.383,28.258
132,06/05/22 04:12:00 PM,104.221,28.258
133,06/05/22 04:16:00 PM,104.311,28.258
134,06/05/22 04:20:00 PM,104.275,28.258
135,06/05/22 04:24:00 PM,104.347,28.258
136,06/05/22 04:28:00 PM,104.347,28.258
137,06/05/22 04:32:00 PM,104.290,28.159
138,06/05/22 04:36:00 PM,104.164,28.159
139,06/05/22 04:40:00 PM,104.146,28.159
140,06/05/22 04:44:00 PM,104.362,28.159
141,06/05/22 04:48:00 PM,104.506,28.159
142,06/05/22 04:52:00 PM,104.254,28.159
143,06/05/22 04:56:00 PM,104.362,28.159
144,06/05/22 05:00:00 PM,104.254,28.159
145,06/05/22 05:04:00 PM,104.269,28.060
146,06/05/22 05:08:00 PM,104.449,28.060
147,06/05/22 05:12:00 PM,104.323,28.060
148,06/05/22 05:16:00 PM,104.287,28.060
149,06/05/22 05:20:00 PM,104.449,28.060
150,06/05/22 05:24:00 PM,104.197,28.060
151,06/05/22 05:28:00 PM,104.305,28.060
152,06/05/22 05:32:00 PM,104.464,27.961
153,06/05/22 05:36:00 PM,104.176,27.961
154,06/05/22 05:40:00 PM,104.158,27.961
155,06/05/22 05:44:00 PM,104.086,27.961
156,06/05/22 05:48:00 PM,104.356,27.961
157,06/05/22 05:52:00 PM,104.194,27.961
158,06/05/22 05:56:00 PM,104.137,27.862
159,06/05/22 06:00:00 PM,104.479,27.862
160,06/05/22 06:04:00 PM,104.533,27.862
161,06/05/22 06:08:00 PM,104.461,27.862
162,06/05/22 06:12:00 PM,104.389,27.862
163,06/05/22 06:16:00 PM,104.299,27.862
164,06/05/22 06:20:00 PM,104.404,27.764
165,06/05/22 06:24:00 PM,104.404,27.764
166,06/05/22 06:28:00 PM,104.152,27.764
167,06/05/22 06:32:00 PM,104.368,27.764
168,06/05/22 06:36:00 PM,104.242,27.764
169,06/05/22 06:40:00 PM,104.314,27.764
170,06/05/22 06:44:00 PM,104.422,27.764
171,06/05/22 06:48:00 PM,104.404,27.764
172,06/05/22 06:52:00 PM,104.185,27.665
173,06/05/22 06:56:00 PM,104.041,27.665
174,06/05/22 07:00:00 PM,104.203,27.665
175,06/05/22 07:04:00 PM,104.329,27.665
176,06/05/22 07:08:00 PM,104.131,27.665
177,06/05/22 07:12:00 PM,104.257,27.665
178,06/05/22 07:16:00 PM,104.275,27.665
179,06/05/22 07:20:00 PM,104.365,27.665
180,06/05/22 07:24:00 PM,104.218,27.567
181,06/05/22 07:28:00 PM,104.164,27.567
182,06/05/22 07:32:00 PM,104.326,27.567
183,06/05/22 07:36:00 PM,104.308,27.567
184,06/05/22 07:40:00 PM,104.110,27.567
185,06/05/22 07:44:00 PM,104.146,27.567
186,06/05/22 07:48:00 PM,104.236,27.567
187,06/05/22 07:52:00 PM,104.344,27.567
188,06/05/22 07:56:00 PM,104.323,27.468
189,06/05/22 08:00:00 PM,104.341,27.468
190,06/05/22 08:04:00 PM,104.161,27.468
191,06/05/22 08:08:00 PM,104.269,27.468
192,06/05/22 08:12:00 PM,104.215,27.468
193,06/05/22 08:16:00 PM,104.251,27.468
194,06/05/22 08:20:00 PM,104.449,27.468
195,06/05/22 08:24:00 PM,104.413,27.468
196,06/05/22 08:28:00 PM,104.377,27.468
197,06/05/22 08:32:00 PM,104.266,27.370
198,06/05/22 08:36:00 PM,104.410,27.370
199,06/05/22 08:40:00 PM,104.284,27.370
200,06/05/22 08:44:00 PM,104.338,27.370
201,06/05/22 08:48:00 PM,104.104,27.370
202,06/05/22 08:52:00 PM,104.356,27.370
203,06/05/22 08:56:00 PM,104.374,27.370
204,06/05/22 09:00:00 PM,104.518,27.370
205,06/05/22 09:04:00 PM,104.230,27.370
206,06/05/22 09:08:00 PM,104.284,27.370
207,06/05/22 09:12:00 PM,104.299,27.272
208,06/05/22 09:16:00 PM,104.335,27.272
209,06/05/22 09:20:00 PM,104.317,27.272
210,06/05/22 09:24:00 PM,104.371,27.272
211,06/05/22 09:28:00 PM,104.209,27.272
212,06/05/22 09:32:00 PM,104.335,27.272
213,06/05/22 09:36:00 PM,104.227,27.272
214,06/05/22 09:40:00 PM,104.119,27.272
215,06/05/22 09:44:00 PM,104.389,27.272
216,06/05/22 09:48:00 PM,104.335,27.272
217,06/05/22 09:52:00 PM,104.191,27.272
218,06/05/22 09:56:00 PM,104.332,27.173
219,06/05/22 10:00:00 PM,104.440,27.173
220,06/05/22 10:04:00 PM,104.458,27.173
221,06/05/22 10:08:00 PM,104.314,27.173
222,06/05/22 10:12:00 PM,104.314,27.173
223,06/05/22 10:16:00 PM,104.242,27.173
224,06/05/22 10:20:00 PM,104.242,27.173
225,06/05/22 10:24:00 PM,104.386,27.173
226,06/05/22 10:28:00 PM,104.422,27.173
227,06/05/22 10:32:00 PM,104.188,27.173
228,06/05/22 10:36:00 PM,104.314,27.173
229,06/05/22 10:40:00 PM,104.404,27.173
230,06/05/22 10:44:00 PM,104.530,27.173
231,06/05/22 10:48:00 PM,104.440,27.173
232,06/05/22 10:52:00 PM,104.188,27.173
233,06/05/22 10:56:00 PM,104.134,27.173
234,06/05/22 11:00:00 PM,104.566,27.173
235,06/05/22 11:04:00 PM,104.458,27.173
236,06/05/22 11:08:00 PM,104.368,27.173
237,06/05/22 11:12:00 PM,104.386,27.173
238,06/05/22 11:16:00 PM,104.296,27.173
239,06/05/22 11:20:00 PM,104.455,27.075
240,06/05/22 11:24:00 PM,104.419,27.075
241,06/05/22 11:28:00 PM,104.275,27.075
242,06/05/22 11:32:00 PM,104.311,27.075
243,06/05/22 11:36:00 PM,104.527,27.075
244,06/05/22 11:40:00 PM,104.383,27.075
245,06/05/22 11:44:00 PM,104.239,27.075
246,06/05/22 11:48:00 PM,104.455,27.075
247,06/05/22 11:52:00 PM,104.725,27.075
248,06/05/22 11:56:00 PM,104.419,27.075
249,06/06/22 12:00:00 AM,104.653,27.075
250,06/06/22 12:04:00 AM,104.455,27.075
251,06/06/22 12:08:00 AM,104.347,27.075
252,06/06/22 12:12:00 AM,104.545,27.075
253,06/06/22 12:16:00 AM,104.401,27.075
254,06/06/22 12:20:00 AM,104.563,27.075
255,06/06/22 12:24:00 AM,104.419,27.075
256,06/06/22 12:28:00 AM,104.509,27.075
257,06/06/22 12:32:00 AM,104.491,27.075
258,06/06/22 12:36:00 AM,104.545,27.075
259,06/06/22 12:40:00 AM,104.434,26.977
260,06/06/22 12:44:00 AM,104.290,26.977
261,06/06/22 12:48:00 AM,104.668,26.977
262,06/06/22 12:52:00 AM,104.578,26.977
263,06/06/22 12:56:00 AM,104.614,26.977
264,06/06/22 01:00:00 AM,104.704,26.977
265,06/06/22 01:04:00 AM,104.542,26.977
266,06/06/22 01:08:00 AM,104.704,26.977
267,06/06/22 01:12:00 AM,104.650,26.977
268,06/06/22 01:16:00 AM,104.686,26.977
269,06/06/22 01:20:00 AM,104.668,26.977
270,06/06/22 01:24:00 AM,104.776,26.977
271,06/06/22 01:28:00 AM,104.614,26.977
272,06/06/22 01:32:00 AM,104.398,26.977
273,06/06/22 01:36:00 AM,104.776,26.977
274,06/06/22 01:40:00 AM,104.650,26.977
275,06/06/22 01:44:00 AM,104.632,26.977
276,06/06/22 01:48:00 AM,104.506,26.977
277,06/06/22 01:52:00 AM,104.740,26.977
278,06/06/22 01:56:00 AM,104.524,26.977
279,06/06/22 02:00:00 AM,104.488,26.977
280,06/06/22 02:04:00 AM,104.524,26.977
281,06/06/22 02:08:00 AM,104.632,26.977
282,06/06/22 02:12:00 AM,104.578,26.977
283,06/06/22 02:16:00 AM,104.614,26.977
284,06/06/22 02:20:00 AM,104.614,26.977
285,06/06/22 02:24:00 AM,104.308,26.977
286,06/06/22 02:28:00 AM,104.452,26.977
287,06/06/22 02:32:00 AM,104.434,26.977
288,06/06/22 02:36:00 AM,104.506,26.977
289,06/06/22 02:40:00 AM,104.596,26.977
290,06/06/22 02:44:00 AM,104.344,26.977
291,06/06/22 02:48:00 AM,104.506,26.977
292,06/06/22 02:52:00 AM,104.398,26.977
293,06/06/22 02:56:00 AM,104.290,26.977
294,06/06/22 03:00:00 AM,104.326,26.977
295,06/06/22 03:04:00 AM,104.290,26.977
296,06/06/22 03:08:00 AM,104.326,26.977
297,06/06/22 03:12:00 AM,104.236,26.977
298,06/06/22 03:16:00 AM,104.290,26.977
299,06/06/22 03:20:00 AM,104.413,26.879
300,06/06/22 03:24:00 AM,104.449,26.879
301,06/06/22 03:28:00 AM,104.323,26.879
302,06/06/22 03:32:00 AM,104.521,26.879
303,06/06/22 03:36:00 AM,104.305,26.879
304,06/06/22 03:40:00 AM,104.431,26.879
305,06/06/22 03:44:00 AM,104.251,26.879
306,06/06/22 03:48:00 AM,104.431,26.879
307,06/06/22 03:52:00 AM,104.485,26.879
308,06/06/22 03:56:00 AM,104.323,26.879
309,06/06/22 04:00:00 AM,104.215,26.879
310,06/06/22 04:04:00 AM,104.035,26.879
311,06/06/22 04:08:00 AM,104.143,26.879
312,06/06/22 04:12:00 AM,104.125,26.879
313,06/06/22 04:16:00 AM,104.017,26.879
314,06/06/22 04:20:00 AM,104.179,26.879
315,06/06/22 04:24:00 AM,103.981,26.879
316,06/06/22 04:28:00 AM,104.251,26.879
317,06/06/22 04:32:00 AM,104.104,26.781
318,06/06/22 04:36:00 AM,103.906,26.781
319,06/06/22 04:40:00 AM,104.176,26.781
320,06/06/22 04:44:00 AM,104.266,26.781
321,06/06/22 04:48:00 AM,104.176,26.781
322,06/06/22 04:52:00 AM,104.086,26.781
323,06/06/22 04:56:00 AM,104.266,26.781
324,06/06/22 05:00:00 AM,104.050,26.781
325,06/06/22 05:04:00 AM,104.266,26.781
326,06/06/22 05:08:00 AM,104.284,26.781
327,06/06/22 05:12:00 AM,104.014,26.781
328,06/06/22 05:16:00 AM,104.014,26.781
329,06/06/22 05:20:00 AM,104.014,26.781
330,06/06/22 05:24:00 AM,104.014,26.781
331,06/06/22 05:28:00 AM,104.176,26.781
332,06/06/22 05:32:00 AM,104.194,26.781
333,06/06/22 05:36:00 AM,103.993,26.683
334,06/06/22 05:40:00 AM,104.029,26.683
335,06/06/22 05:44:00 AM,103.903,26.683
336,06/06/22 05:48:00 AM,103.957,26.683
337,06/06/22 05:52:00 AM,104.119,26.683
338,06/06/22 05:56:00 AM,104.317,26.683
339,06/06/22 06:00:00 AM,104.155,26.683
340,06/06/22 06:04:00 AM,104.137,26.683
341,06/06/22 06:08:00 AM,104.242,26.585
342,06/06/22 06:12:00 AM,104.044,26.585
343,06/06/22 06:16:00 AM,103.810,26.585
344,06/06/22 06:20:00 AM,104.188,26.585
345,06/06/22 06:24:00 AM,104.044,26.585
346,06/06/22 06:28:00 AM,104.026,26.585
347,06/06/22 06:32:00 AM,104.152,26.585
348,06/06/22 06:36:00 AM,104.008,26.585
349,06/06/22 06:40:00 AM,104.170,26.585
350,06/06/22 06:44:00 AM,104.314,26.585
351,06/06/22 06:48:00 AM,104.134,26.585
352,06/06/22 06:52:00 AM,104.134,26.585
353,06/06/22 06:56:00 AM,104.188,26.585
354,06/06/22 07:00:00 AM,104.134,26.585
355,06/06/22 07:04:00 AM,104.332,26.585
356,06/06/22 07:08:00 AM,104.152,26.585
357,06/06/22 07:12:00 AM,104.080,26.585
358,06/06/22 07:16:00 AM,104.098,26.585
359,06/06/22 07:20:00 AM,104.185,26.488
360,06/06/22 07:24:00 AM,104.077,26.488
361,06/06/22 07:28:00 AM,104.113,26.488
362,06/06/22 07:32:00 AM,104.167,26.488
363,06/06/22 07:36:00 AM,104.059,26.488
364,06/06/22 07:40:00 AM,103.969,26.488
365,06/06/22 07:44:00 AM,104.023,26.488
366,06/06/22 07:48:00 AM,104.059,26.488
367,06/06/22 07:52:00 AM,104.005,26.488
368,06/06/22 07:56:00 AM,104.257,26.488
369,06/06/22 08:00:00 AM,104.203,26.488
370,06/06/22 08:04:00 AM,104.167,26.488
371,06/06/22 08:08:00 AM,103.915,26.488
372,06/06/22 08:12:00 AM,104.221,26.488
373,06/06/22 08:16:00 AM,104.167,26.488
374,06/06/22 08:20:00 AM,104.311,26.488
375,06/06/22 08:24:00 AM,104.170,26.585
376,06/06/22 08:28:00 AM,104.044,26.585
377,06/06/22 08:32:00 AM,104.152,26.585
378,06/06/22 08:36:00 AM,104.155,26.683
379,06/06/22 08:40:00 AM,104.245,26.683
380,06/06/22 08:44:00 AM,104.119,26.683
381,06/06/22 08:48:00 AM,104.155,26.683
382,06/06/22 08:52:00 AM,104.248,26.781
383,06/06/22 08:56:00 AM,103.978,26.781
384,06/06/22 09:00:00 AM,104.284,26.781
385,06/06/22 09:04:00 AM,104.158,26.781
386,06/06/22 09:08:00 AM,103.999,26.879
387,06/06/22 09:12:00 AM,104.017,26.879
388,06/06/22 09:16:00 AM,104.125,26.879
389,06/06/22 09:20:00 AM,104.197,26.879
390,06/06/22 09:24:00 AM,104.308,26.977
391,06/06/22 09:28:00 AM,104.236,26.977
392,06/06/22 09:32:00 AM,104.110,26.977
393,06/06/22 09:36:00 AM,104.347,27.075
394,06/06/22 09:40:00 AM,101.574,26.879
395,06/06/22 09:44:00 AM,101.547,26.585
396,06/06/22 09:48:00 AM,101.613,26.390
397,06/06/22 09:52:00 AM,101.595,26.390
398,06/06/22 09:56:00 AM,101.577,26.977
399,06/06/22 10:00:00 AM,101.598,27.075
400,06/06/22 10:04:00 AM,101.586,27.272
401,06/06/22 10:08:00 AM,101.552,29.752
402,06/06/22 10:12:00 AM,101.567,29.053
403,06/06/22 10:16:00 AM,101.564,28.953
404,06/06/22 10:20:00 AM,101.549,29.053
405,06/06/22 10:24:00 AM,101.552,29.152
406,06/06/22 10:28:00 AM,101.555,29.252
407,06/06/22 10:32:00 AM,101.555,29.252
408,06/06/22 10:36:00 AM,101.561,29.452
409,06/06/22 10:40:00 AM,101.546,29.552
410,06/06/22 10:44:00 AM,101.531,29.652
411,06/06/22 10:48:00 AM,101.534,29.752
412,06/06/22 10:52:00 AM,101.519,29.853
413,06/06/22 10:56:00 AM,101.525,30.054
414,06/06/22 11:00:00 AM,101.510,30.154
415,06/06/22 11:04:00 AM,101.531,30.255
416,06/06/22 11:08:00 AM,101.516,30.356
417,06/06/22 11:12:00 AM,101.504,30.558
418,06/06/22 11:16:00 AM,101.489,30.659
419,06/06/22 11:20:00 AM,101.495,30.862
420,06/06/22 11:24:00 AM,101.483,31.064
421,06/06/22 11:28:00 AM,101.504,31.166
422,06/06/22 11:32:00 AM,101.474,31.370
423,06/06/22 11:36:00 AM,101.462,31.574
424,06/06/22 11:40:00 AM,101.450,31.778
425,06/06/22 11:44:00 AM,101.456,31.983
426,06/06/22 11:48:00 AM,101.459,32.086
427,06/06/22 11:52:00 AM,101.447,32.291
428,06/06/22 11:56:00 AM,101.454,32.497
429,06/06/22 12:00:00 PM,101.460,32.704
430,06/06/22 12:04:00 PM,101.430,32.911
431,06/06/22 12:08:00 PM,101.451,33.014
432,06/06/22 12:12:00 PM,101.418,33.118
433,06/06/22 12:16:00 PM,101.439,33.222
434,06/06/22 12:20:00 PM,101.442,33.326
435,06/06/22 12:24:00 PM,101.427,33.430
436,06/06/22 12:28:00 PM,101.409,33.430
437,06/06/22 12:32:00 PM,101.391,33.430
438,06/06/22 12:36:00 PM,101.391,33.430
439,06/06/22 12:40:00 PM,101.409,33.430
440,06/06/22 12:44:00 PM,101.409,33.430
441,06/06/22 12:48:00 PM,101.409,33.430
442,06/06/22 12:52:00 PM,101.370,33.326
443,06/06/22 12:56:00 PM,101.370,33.326
444,06/06/22 01:00:00 PM,101.349,33.222
445,06/06/22 01:04:00 PM,101.346,33.118
446,06/06/22 01:08:00 PM,101.361,33.014
447,06/06/22 01:12:00 PM,101.352,32.704
448,06/06/22 01:16:00 PM,101.346,32.497
449,06/06/22 01:20:00 PM,101.193,32.188
450,06/06/22 01:24:00 PM,101.268,31.676
451,06/06/22 01:28:00 PM,101.232,31.676
452,06/06/22 01:32:00 PM,101.292,31.880
453,06/06/22 01:36:00 PM,101.226,31.472
454,06/06/22 01:40:00 PM,101.252,31.166
455,06/06/22 01:44:00 PM,101.381,31.268
456,06/06/22 01:48:00 PM,101.393,31.676
457,06/06/22 01:52:00 PM,101.387,32.086
458,06/06/22 01:56:00 PM,101.364,32.497
459,06/06/22 02:00:00 PM,101.358,32.911
460,06/06/22 02:04:00 PM,101.388,32.704
461,06/06/22 02:08:00 PM,101.388,32.704
462,06/06/22 02:12:00 PM,101.370,32.704
463,06/06/22 02:16:00 PM,101.334,32.704
464,06/06/22 02:20:00 PM,100.840,32.394
465,06/06/22 02:24:00 PM,100.837,32.291
466,06/06/22 02:28:00 PM,100.837,32.291
467,06/06/22 02:32:00 PM,100.822,32.394
468,06/06/22 02:36:00 PM,100.825,32.497
469,06/06/22 02:40:00 PM,100.846,32.600
470,06/06/22 02:44:00 PM,100.831,32.704
471,06/06/22 02:48:00 PM,100.837,32.911
472,06/06/22 02:52:00 PM,100.840,33.014
473,06/06/22 02:56:00 PM,100.864,33.222
474,06/06/22 03:00:00 PM,100.831,33.326
475,06/06/22 03:04:00 PM,101.295,33.222
476,06/06/22 03:08:00 PM,101.381,31.880
477,06/06/22 03:12:00 PM,101.336,30.963
478,06/06/22 03:16:00 PM,102.064,28.853
479,06/06/22 03:20:00 PM,102.061,28.159
480,06/06/22 03:24:00 PM,102.073,27.961
481,06/06/22 03:28:00 PM,102.088,27.862
482,06/06/22 03:32:00 PM,102.049,27.764
483,06/06/22 03:36:00 PM,102.067,27.764
484,06/06/22 03:40:00 PM,102.064,27.665
485,06/06/22 03:44:00 PM,102.082,27.665
486,06/06/22 03:48:00 PM,102.085,27.764
487,06/06/22 03:52:00 PM,102.067,27.764
488,06/06/22 03:56:00 PM,102.067,27.764
489,06/06/22 04:00:00 PM,102.049,27.764
490,06/06/22 04:04:00 PM,102.031,27.764
491,06/06/22 04:08:00 PM,102.049,27.764
492,06/06/22 04:12:00 PM,102.067,27.764
493,06/06/22 04:16:00 PM,102.106,27.862
494,06/06/22 04:20:00 PM,102.124,27.862
495,06/06/22 04:24:00 PM,102.286,27.862
496,06/06/22 04:28:00 PM,102.411,27.862
497,06/06/22 04:32:00 PM,102.519,27.862
498,06/06/22 04:36:00 PM,102.609,27.862
499,06/06/22 04:40:00 PM,102.717,27.862
500,06/06/22 04:44:00 PM,102.842,27.862
501,06/06/22 04:48:00 PM,102.914,27.862
502,06/06/22 04:52:00 PM,102.968,27.862
503,06/06/22 04:56:00 PM,102.860,27.862
504,06/06/22 05:00:00 PM,102.717,27.862
505,06/06/22 05:04:00 PM,102.735,27.862
506,06/06/22 05:08:00 PM,102.717,27.862
507,06/06/22 05:12:00 PM,102.735,27.862
508,06/06/22 05:16:00 PM,102.717,27.862
509,06/06/22 05:20:00 PM,102.735,27.862
510,06/06/22 05:24:00 PM,102.768,27.764
511,06/06/22 05:28:00 PM,102.768,27.764
512,06/06/22 05:32:00 PM,102.768,27.764
513,06/06/22 05:36:00 PM,102.786,27.764
514,06/06/22 05:40:00 PM,102.768,27.764
515,06/06/22 05:44:00 PM,102.804,27.764
516,06/06/22 05:48:00 PM,102.786,27.764
517,06/06/22 05:52:00 PM,102.786,27.764
518,06/06/22 05:56:00 PM,102.765,27.665
519,06/06/22 06:00:00 PM,102.765,27.665
520,06/06/22 06:04:00 PM,102.765,27.665
521,06/06/22 06:08:00 PM,102.783,27.665
522,06/06/22 06:12:00 PM,102.783,27.665
523,06/06/22 06:16:00 PM,102.783,27.665
524,06/06/22 06:20:00 PM,102.801,27.665
525,06/06/22 06:24:00 PM,102.783,27.665
526,06/06/22 06:28:00 PM,102.801,27.665
527,06/06/22 06:32:00 PM,102.819,27.665
528,06/06/22 06:36:00 PM,102.819,27.665
529,06/06/22 06:40:00 PM,102.819,27.665
530,06/06/22 06:44:00 PM,102.819,27.665
531,06/06/22 06:48:00 PM,102.834,27.567
532,06/06/22 06:52:00 PM,102.834,27.567
533,06/06/22 06:56:00 PM,102.834,27.567
534,06/06/22 07:00:00 PM,102.816,27.567
535,06/06/22 07:04:00 PM,102.834,27.567
536,06/06/22 07:08:00 PM,102.816,27.567
537,06/06/22 07:12:00 PM,102.834,27.567
538,06/06/22 07:16:00 PM,102.852,27.567
539,06/06/22 07:20:00 PM,102.798,27.567
540,06/06/22 07:24:00 PM,102.869,27.567
541,06/06/22 07:28:00 PM,102.852,27.567
542,06/06/22 07:32:00 PM,102.869,27.567
543,06/06/22 07:36:00 PM,102.869,27.567
544,06/06/22 07:40:00 PM,102.869,27.567
545,06/06/22 07:44:00 PM,102.867,27.468
546,06/06/22 07:48:00 PM,102.867,27.468
547,06/06/22 07:52:00 PM,102.867,27.468
548,06/06/22 07:56:00 PM,102.867,27.468
549,06/06/22 08:00:00 PM,102.867,27.468
550,06/06/22 08:04:00 PM,102.884,27.468
551,06/06/22 08:08:00 PM,102.882,27.370
