date,E_Conductivity,TempInSitu,Serial,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,E_Conductivity_cal,E_Conductivity_cal.drift,drift.correction,SalinityInSitu_1pCal
2021-01-18T06:32:00Z,1784.1,23.59,337,NA,NA,NA,NA,0,1537.5765571188822,1537.5765571188822,NA,0.7954381960427203
2021-01-18T06:33:00Z,1782.9,23.59,337,NA,NA,NA,NA,0,1536.0133686468057,1536.0133686468057,NA,0.794591263624337
2021-01-18T06:34:00Z,1782.3,23.59,337,NA,NA,NA,NA,0,1535.231774410767,1535.231774410767,NA,0.7941678173235353
2021-01-18T06:35:00Z,1781.8,23.58,337,NA,NA,NA,NA,0,1534.5804458807352,1534.5804458807352,NA,0.7939885077398011
2021-01-18T06:36:00Z,1781.8,23.58,337,NA,NA,NA,NA,0,1534.5804458807352,1534.5804458807352,NA,0.7939885077398011
2021-01-18T06:37:00Z,1782.9,23.58,337,NA,NA,NA,NA,0,1536.0133686468057,1536.0133686468057,NA,0.7947649872299404
2021-01-18T06:38:00Z,1782.9,23.57,337,NA,NA,NA,NA,0,1536.0133686468057,1536.0133686468057,NA,0.7949387755461153
2021-01-18T06:39:00Z,1782.9,23.55,337,NA,NA,NA,NA,0,1536.0133686468057,1536.0133686468057,NA,0.7952865464389534
2021-01-18T06:40:00Z,1782.9,23.55,337,NA,NA,NA,NA,0,1536.0133686468057,1536.0133686468057,NA,0.7952865464389534
2021-01-18T06:20:00Z,46164.7,23.72,337,NA,NA,NA,NA,0,59350.27847699506,59350.27847699506,NA,40.86639659473414
2021-01-18T06:21:00Z,45854.2,23.68,337,NA,NA,NA,NA,0,58945.80345984519,58945.80345984519,NA,40.587597724514175
2021-01-18T06:22:00Z,45845,23.68,337,NA,NA,NA,NA,0,58933.81901489261,58933.81901489261,NA,40.57824530021035
2021-01-18T06:23:00Z,45693.4,23.66,337,NA,NA,NA,NA,0,58736.33620458691,58736.33620458691,NA,40.44251820476225
2021-01-18T06:24:00Z,45656.8,23.65,337,NA,NA,NA,NA,0,58688.65895618856,58688.65895618856,NA,40.41448442762087
2021-01-18T06:25:00Z,45592.8,23.65,337,NA,NA,NA,NA,0,58605.288904344474,58605.288904344474,NA,40.349442848577766
2021-01-18T06:26:00Z,45547.2,23.65,337,NA,NA,NA,NA,0,58545.88774240554,58545.88774240554,NA,40.303111940416976
2021-01-18T06:27:00Z,45474.4,23.65,337,NA,NA,NA,NA,0,58451.05430843289,58451.05430843289,NA,40.22916439652933
